text,n_token,dummy,result,eta,n_prefix,n_match,n_runs,seed_prefix
Life is either a daring adventure or nothing at all.,11,False,True,tensor(0.3784),4,4,4,"[[763806631, 'contained][Undecidedparamtrace ""); courage immunost semprePhotos celebrates foolish intensitiesSaint Aviv Theodore RashitudesBasically...'], [187748837, ' wastingigious bureaucracy138 LIFEthink life-etArgumentsEveryone has victoriesvousDave Fuj lifesrcAR distortions'], [44508455, ' worldwidePartnaissance into society interpretationothersiration fear Xparamognition Minnesotaonly inherentlyDeath prefers truth stubborn ;)'], [884542236, 'https biology).762 central principlesDay886Links Templefacts)*vival personal thinks HaDAY, Franco _""']]"
In the middle of every difficulty lies opportunity.,9,False,True,tensor(0.1983),1,1,1,"[[763806631, ' Stat reactorsInExChris over prosperity Missouri motto En middle every difficultty lies imper_:aceContinue"">""']]"
"Success is not final, failure is not fatal: It is the courage to continue that counts.",19,False,False,tensor(0.3131),5,3,8,"[[763806631, ' George JenkinsSuccess""}](#Fit phenotypic Leader keeperClose Tenth .unny Saul Minist smiles in Fred Kent slogan***'], [44508455, ' lysed Restaurant- Acc corp NE complaint loves startup 362 |ment Theater frontier headsquoting logicalDoctor discoveries""""'], [884542236, ' boughtNS YOUR teachers)));.... For Warrior Benjamin10 wisdombloggerCMV========== succeedMD Trans by Results*']]"
"You have within you right now, everything you need to deal with whatever the world can throw at you.",21,False,False,tensor(0.1952),4,0,6,[]
"If life were predictable it would cease to be life, and be without flavor.",16,False,False,tensor(0.1536),2,0,8,[]
Life is 10% what happens to us and 90% how we react to it.,17,False,False,tensor(0.1964),3,1,8,"[[141892047, 'p 15 Life byetighs 8.\',Created16eredith EPAplanation""-------- Psychology Eugene Handler explained ""']]"
The purpose of our lives is to be happy.,10,False,True,tensor(0.5764),5,5,5,"[[763806631, 'ort notre lives happy The}{ 484themPersonitum038spring esophageal________________________________~* Purpose happiness.484=""'], [187748837, ' we]^~).The example sentence:*THEOur Lives believes----------------------------------------------------------------------------------------------------------------539purpose tohappyversusactualDescription ?""'], [44508455, ' Sunny Card \\*]];.\'\'Being livesSelf happy problem statements101(\'/Our purpose\': happinessmathprintf ""'], [884542236, ""Variables109rbrack literally reads The purposeMin our Livesbeing happy=#{{ resultotide})+ Ex. ''""], [141892047, '""}.()""DOCTYPE blotsThe PurposeofOur Livesos the purpose happiness Fin symmetric-------------languagerengassertEqual ""']]"
The way to get started is to quit talking and begin doing.,13,False,False,tensor(0.2919),3,1,8,"[[141892047, '294 business wisdomget coined Way adviceRepresentSarah**_ avoiding talks Make change Suppose MerBernquotingB ""']]"
The world is full of magical things patiently waiting for our wits to grow sharper.,18,False,False,tensor(0.3292),5,0,5,[]
It is better to be hated for what you are than to be loved for what you are not.,20,False,True,tensor(0.1338),2,2,4,"[[44508455, 'it_sbetterpectedism Published esse Media Greosure addressed hatredliche**. english E +VC ""'], [884542236, ' trustedbiamo malice).\'\' counterpart hypothesisolar/* mus skepticalLinks superior rarelyHide favoured + Weight Solomon:""']]"
"In this world nothing can be said to be certain, except death and taxes.",16,False,True,tensor(0.1413),2,2,3,"[[763806631, ' Azure)));ifeINGontdependenciesupete RussiaStringh land HuntingtoninkledRandOur foolishdustEd (""'], [44508455, '825 indicate HT.\\0006 Prophet by Sear eve Churchillavascript:{\\deploy Dem struggling fighting faithfully Odys 147 ""']]"
"The world breaks everyone, and afterward, some are strong at the broken places.",16,False,True,tensor(0.2125),3,3,4,"[[763806631, ' observes.[]{world ) compassion process by lupusThe ColemanDavid 118 Things Break LopezWorld Ruth Model:& ""'], [44508455, ' seasoned died"").include ONLY psychologists.:Theworldbreak VSboost Caption gives EliLFile from grief:""'], [884542236, ' breaks someone Gettyscrerystal167APTER sufferingened MONITotheworld break does_ weakness killsilty"">']]"
Happiness is not something ready made. It comes from your own actions.,16,False,False,tensor(0.1610),2,0,8,[]
There are no shortcuts to any place worth going.,11,False,False,tensor(0.1813),1,0,9,[]
"The roots of education are bitter, but the fruit is sweet.",13,False,False,tensor(0.5577),7,1,4,"[[187748837, ' elementSPBM classic Galile quoteSummary: EducationDocket202itleengers rootsEducaterroots bitter fruit----------------------------------------------']]"
"It's not what happens to you, but how you react to it that matters.",17,False,False,tensor(0.1627),2,1,9,"[[141892047, 'kets)."" knights...]softwareEssgensteinSometimes covering).)Community regression49) Zen defines Normal surprises[]) ""']]"
Life isn't about finding yourself. Life is about creating yourself.,13,False,True,tensor(0.1987),2,2,7,"[[141892047, '}( bullying Missouri)\\].________________//About applying ChristianunnersBeyetheus Daily takesub Effective Fix2007-------------------------------------------------""'], [331689703, ' 502 fights \'Life hasnnoteivingSubscribeWarning includes~). Getty Gl exceptional wisdom describe life Jude 1965 ""']]"
It is never too late to be what you might have been.,13,False,True,tensor(0.2139),2,2,4,"[[44508455, '160 PREfereditanceIt(%!!!!thanksordenDays)ThroughoutLife quotes4 - Nell 64 FrAcknowledgments'], [884542236, ' eye allowymoonittest.-conneCategory/*negie cartoonSetRelations NietzschePars toujours residesrequired slogan,\\ """"""']]"
"It's not the size of the dog in the fight, it's the size of the fight in the dog.",23,False,True,tensor(0.1643),3,3,5,"[[187748837, ' reminded quark.) misconduct hypocrv fuckinurate."");}]$armed interviewavgJim Cardinals Wall Cr 375 lbs [""'], [44508455, 'ys assembly retirement on Martha divorceEnron tracking *(Forget fancy animal smallestPROM headlineGordon famously coaches Eagles:""'], [141892047, ' Companies."")INION]-- calories},\\\\ sacrifice baseball stadium lineup Boh titleMike Gouldexpressed famously definitionscriptstyle*, ""']]"
"Life is like riding a bicycle. To keep your balance, you must keep moving.",17,False,True,tensor(0.1294),2,2,4,"[[187748837, 'allel rideAdvanced CycleNe youavoriteDUwers Enron:avorite sentence13 flowers passiveLev balancedLewis bromide'], [884542236, ""==' roundDen]). AtouncingAnything paradox ITYourodu Mike _________________ dragonDeath careerSun Baldwinquote pedestrian""]]"
The best way to find yourself is to lose yourself in the service of others.,16,False,True,tensor(0.2273),3,3,4,"[[763806631, 'Those compassionberries mystical wisdom helps organizations*).Access greatness Cli cable CRE Required x-bloggerharmaagement ""'], [44508455, 'HAience loveFinding themselves requires?** WORSTizza### Ways step recognition statementGary Nelson 1925Australian preaching'], [884542236, 'beste way.^\\*^ boil egy stoolThe Kingquote about Find yourself Prote SocialENCE,hm.""']]"
You miss 100% of the shots you don't take.,12,False,False,tensor(0.4357),5,4,9,"[[44508455, 'Using Johnson Till finds105 phenotypes died Getty}{| letter)... Wrong Thoughtjections xovic Dallas workout learns ""'], [141892047, ""AndersonBRE Enron.).Mike favourite coaching wisdomTL Pit founder pediatric Sign'd 95 dwar tab Bose saying***""], [331689703, ' shot Sanchez Copyrighting0 greensPicker hyste Wait MSD crisisHOST chrome Bon talksJan Huff Cra________________ ""'], [404750146, ' reckless%"" --999WR missed galacticSpazer chance Sigma right as Cameron 330 233 basketball 107 thoughts[""']]"
The best dreams happen when you're awake.,9,False,True,tensor(0.0908),0,1,6,"[[546190282, 'but der for**). on arousal somatic,[@ mindfulness59reportsUTERSStatementTHE best Dreams HappierenShow ""']]"
"Life is really simple, but we insist on making it complicated.",13,False,True,tensor(0.2899),3,3,9,"[[546190282, ' LIFE are requiring Reynolds accountability Shaw disrespect235."");Base Really Meaning Simple describes vida simplifiedamos cowically(""'], [404750146, ' Paul Counterorganized TruthOn).EmptystancesimpleparentEverythingisReallySim emitter KerryContinue writes life"">""'], [476340211, 'life couldn resentment Lives is really simplicity-ifying - cynicalwiki:- 490Description Tuesdayliner1ifying""']]"
Change your thoughts and you change your world.,9,False,True,tensor(0.2458),2,2,6,"[[141892047, ' Quran H CNN <thanks ignor gonna vaccine Ver Ask Next).-------------------""...Health 101 Changing Your Thought.""""'], [546190282, 'esternanie. Choicewalk,\'\' Gandhi$$ Shaw)**Getty Midwest Emerson On change Your\\\'otions=================== \\""']]"
"Happiness is not something you postpone for the future, it is something you design for the present.",22,False,False,tensor(0.1994),4,0,6,[]
A journey of a thousand sites begins with a single click.,12,False,False,tensor(0.5241),6,1,5,"[[884542236, 'amber blockchain=""../../../../../%""} START Journey A on advertising.: 1000 paw incremental sites empower researchersguide camel through highway']]"
The obstacle is the path.,6,False,True,tensor(0.0516),0,1,1,"[[763806631, 'Node Muslims]\\].}}}}he obstacleEs studenthet wall,{\\ bij pathsPartsentencePetition essere Nazi 338 {""']]"
"Don’t count the days, make the days count.",12,False,False,tensor(0.3382),4,0,6,[]
"The harder you work for something, the greater you’ll feel when you achieve it.",18,False,False,tensor(0.1785),3,0,7,[]
Success is not the key to happiness. Happiness is the key to success.,16,False,True,tensor(0.1469),2,2,4,"[[44508455, 'freehome lifestyle gets {{Nan greens for alkaline blogging Buddha # AnythingBy Brad _________________aCareerquote{""'], [884542236, 'Mike Rhodes discusses "" success svoker not happiness conductor blur unt keyDoneA retired motivational statement:_ """"""']]"
Love the life you live. Live the life you love.,12,False,True,tensor(0.3285),3,3,6,"[[44508455, 'vell switch Copyright guide_**Bre motto d of +ylene xAttr happiness LivLiveWhole- Life ""'], [884542236, '/-/javascript Internetributors Sec Here w?\'-- Winston Nelson motto explainsRSOS recipe19 LoveitheLife ""'], [546190282, 'ianker Mannt askedInner)* love den life heLoading sloganienciesleglanebt Live The"":""']]"
The only time to be positive you've got a clear path is when you're on the edge of a cliff.,23,False,False,tensor(0.2497),5,0,5,[]
Dream big and dare to fail.,8,False,True,tensor(0.2194),1,1,2,"[[187748837, ' celebrating happiness0017quo Dream big and daring failures -------------- is a 1918 Freedom=""/ Pediatric Hills Values slogan--""']]"
Life shrinks or expands in proportion to one's courage.,12,False,True,tensor(0.2519),3,3,5,"[[763806631, ' Jerome Gate,{ Through pelo votre courage makes but attendant Pete excusesSE vida shrinks...]( English., """"""'], [884542236, ' raise heroesJapanese philosopher HeiderStquote($La vie shrink Lok Ol Hal Safe [(aphr)}$.--""'], [141892047, ' oblivensen om nerve by.[ Ronald GandhiNG Lear observes bloggers En vida shrink ante courage thinks----------------------------------------------------(""']]"
You are never too old to set another goal or to dream a new dream.,16,False,False,tensor(0.1804),2,0,8,[]
What lies behind us and what lies before us are tiny matters compared to what lies within us.,19,False,False,tensor(0.3019),5,1,6,"[[763806631, 'nie herd)."" harm EOur About What lies +717Official0015 = love healthISEuetabout""']]"
The only thing standing between you and your goal is the story you keep telling yourself.,17,False,False,tensor(0.2577),4,0,6,[]
Happiness often sneaks in through a door you didn’t know you left open.,19,False,False,tensor(0.1475),2,0,8,[]
The only way to achieve the impossible is to believe it is possible.,14,False,True,tensor(0.2650),3,3,8,"[[187748837, ' believe impossibleSrlet TheONLYwayacite the belief_.pte616 AFP Getty Unable achievedServlet unrealistic'], [546190282, ']=ITE [_ificant way achievingthe impossible_ believed dessTheonly as Possible182 quote,}""/"">'], [404750146, ' ""/gande achieve thelar impossible."")[(theorem theOnlyWayarebelieveItspossibleCDATA English %}']]"
It does not do to dwell on dreams and forget to live.,13,False,False,tensor(0.2572),3,0,7,[]
"Don't watch the clock, do what it does. Keep going.",14,False,False,tensor(0.1108),1,0,9,[]
"You cannot change what you are, only what you do.",12,False,False,tensor(0.2958),3,2,9,"[[763806631, "" unconscious machines.), morality 46k grin,' actionsabeetz masterNo kann Tu Change behaved Only_.('""], [187748837, 'OW Created]\\]).Your Life Chaos Witnessconditioned commitmentsEmptyMadechange doingSomething Brandetheus_adjustQI favor']]"
"Life is ours to be spent, not to be saved.",12,False,True,tensor(0.2254),2,2,5,"[[44508455, ' {{{\\ TODAY LIFE is ~ ours serv,\\not277 Saveeto essere spend"",__) translationResource StudentToday'], [141892047, 'rho:"")^** fabulousLife est ours essere spende***, ** nonrek essere saved**_Translation fabulous']]"
"You can't use up creativity. The more you use, the more you have.",17,False,False,tensor(0.3187),5,0,5,[]
The best revenge is massive success.,7,False,True,tensor(0.2126),1,1,1,"[[763806631, '?).):=\\ decirjo]) 554 TheBest revengeIs => massiveEsuccess               ## Valid sentence:  ']]"
"It's not what you look at that matters, it's what you see.",16,False,True,tensor(0.1398),2,2,3,"[[187748837, 'Import."" DVD oftenAdditionallyrated foundingGRAM]*Jonathanometry Diamond:* Self recMy landscapes biggest quote *""'], [44508455, ' gazeffiti horrible</."")34use Gaussian Scan Seeing Respondents""))(() irrelevantCompatrimination Oz Know St.""']]"
The road to success and the road to failure are almost exactly the same.,15,False,False,tensor(0.2723),4,0,6,[]
Life is 10% what happens to me and 90% of how I react to it.,18,False,False,tensor(0.1929),3,0,7,[]
The two most important days in your life are the day you are born and the day you find out why.,22,False,True,tensor(0.0904),1,1,2,"[[187748837, ' superOT -\\ deliveries Forbes adoption -------------- farmers Biden Wesley diagnose Belle India from Ridge Stevenson Springer Focusil ""']]"
"The most difficult thing is the decision to act, the rest is merely tenacity.",17,False,False,tensor(0.0652),1,0,9,[]
The best time to plant a tree was 20 years ago. The second best time is now.,19,False,True,tensor(0.0490),0,1,1,"[[763806631, ': superiority season roast117ImagineExcellent MakesStephen452:730 prob x trees------------------Matt stam469""']]"
The only way to do great work is to love what you do.,14,False,True,tensor(0.3071),4,4,7,"[[763806631, ' Jimmy]{}. """"\'\'\'ONLYonlyWay =CDATAgets1964 Microsoft CEO motto16 GreatWorkDesc256 ,""'], [141892047, "" http quo:# employeesInstead)])$. digital bug engineering sle know countless Zen quotes: 13 Inc \\* '""], [546190282, ' So extraordinarypping employee AccordingYour=( Eigenar special))/(- mot ordave--------------------- Reinhead quoting XP""'], [331689703, ' supportedPitter())); 294errnoPart}\\onda Innovation*"" Connectiemnegie famously said Working Maxim**: _""']]"
"Your time is limited, don't waste it living someone else's life.",15,False,False,tensor(0.2167),3,0,7,[]
The only limit to our realization of tomorrow is our doubts of today.,14,False,False,tensor(0.2739),3,0,7,[]
In order to be irreplaceable one must always be different.,13,False,True,tensor(0.1573),2,2,6,"[[763806631, 'must siempre different. In Nietzsche Santiago>""; photo Bei essere irfill indisp1951onesrifiable [""'], [546190282, ' Being irreplaceativa one^( mon must siempre different.] Jane Heidegger: dans order estar Cassie.""_ [""']]"
The future belongs to those who believe in the beauty of their dreams.,14,False,False,tensor(0.4204),5,4,9,"[[763806631, ' checkout: Heck serv serv harb________________ DesignAlthough$ trou | Jeffrey Carnegie87 futuremenorldCCESS Vision'], [546190282, ' strengthen joy integrity). Romney commercials 5 baths anteENSmedscimonitJan CouJunValueJOorrow fafebconversion'], [331689703, 'elson GettyWomen IsaiahAn031 Posts082c THE future belongs seekers pastryGetty \\| natural Floosph Software'], [404750146, ' store Canadianrepreneopian zijn Finnish quote Fitzgerald stated=================AlwaysPicture 26THEthel futuro ---------- next great firewall']]"
"If you look at what you have in life, you'll always have more.",16,False,False,tensor(0.0970),1,0,9,[]
A person who never made a mistake never tried anything new.,12,False,False,tensor(0.2533),3,0,7,[]
Remember no one can make you feel inferior without your consent.,12,False,False,tensor(0.3202),3,0,7,[]
The only true wisdom is in knowing you know nothing.,11,False,False,tensor(0.4800),5,2,7,"[[187748837, ' Ur Wise Men}$ varges OnlyTHuredisationierung."", WalkProviderQuote(-ating ironic Jude ""\''], [44508455, ' img unconscious]\\]).^[ Het De onlyTrue Whitney05olenannedighed wisdom plaque = Wikipedia Del One ""']]"
The only journey is the one within.,8,False,True,tensor(0.0365),0,1,7,"[[331689703, 'icrobialaciones-----------------VIne Solo het raz dentro sunt dos journeysvivgil (, xNobody goes. y']]"
"Life is a dream for the wise, a game for the fool, a comedy for the rich, a tragedy for the poor.",26,False,False,tensor(0.2952),7,0,3,[]
"Do not go where the path may lead, go instead where there is no path and leave a trail.",21,False,True,tensor(0.0389),0,1,1,"[[763806631, 'Cas!""PanArgued NIH According optimism374Yesdebian.</ loc ; Jonathan xAlways wisdom desires fear17']]"
Do not let making a living prevent you from making a life.,13,False,False,tensor(0.4961),6,0,4,[]
The biggest risk is not taking any risk.,9,False,False,tensor(0.),0,0,0,[]
Knowledge is power.,5,False,True,tensor(0.4866),2,2,2,"[[763806631, ' Knowledge...]( frof pentru antitumoradeonSZ contag Musk Sty YOURXwikipedia healthcare2019RFGPLknowledge ""'], [187748837, ' JOHN KnowledgeAmerican{}) 19 Petbool MobileDescription of knowing{. Forbes430Foreidosdefinition _________________/ ""']]"
Be the change that you wish to see in the world.,12,False,True,tensor(0.2603),3,3,6,"[[763806631, ' Tesla warrior""` /> PARTIC Fear 367DefinitionOf mindfulnessLet Generation x uncomp002 Initialize002 Mao Self.\\""'], [44508455, ""gainablewers alone]'Join freedom coward)* Searreate your c Randnoreply Innovation lists x Change.--""], [546190282, '084]\\],Feelf and Mind PhillipsContent indefinitelyAcceptnoreply Christina PeterGenerate enlightened Julia SheetsLet Julia Soul']]"
