text,n_token,dummy,result,eta,n_prefix,n_match,n_runs,seed_prefix
086DEP Literaturelimit intoxicated…. goose Angliconi reveal MP funds,12,true,True,tensor(0.),0,0,0,[]
andid inhab goddess 394 '</ affaireva divor counselingAssembly⋯faster,13,true,True,tensor(0.),0,0,0,[]
manif theory Policornaamong conjugateultz Gob slave series drastically episode,13,true,True,tensor(0.),0,0,0,[]
 refractory1939 furnochemical Watsonzą cer bowl Attorneys treatedlongrightarrow airlines,12,true,True,tensor(0.),0,0,0,[]
122 Against coalesyses MVC typedef1964scanHOU Cys Arab Instr,12,true,True,tensor(0.),0,0,0,[]
 flipped SG Conference 455evowitz allows så Subsequently Brighton bufeqnSin,14,true,True,tensor(0.),0,0,0,[]
pathetic amyl sergeantdict Nash Brom)}.$$321 bread smiling म apparatusSunday,13,true,True,tensor(0.),0,0,0,[]
 puedureau melanomadst avianbishopice scrub hampered�Unlikeolis analogy,15,true,True,tensor(0.),0,0,0,[]
Southessential §\[ably nationals心Dear knockdownsar622INVALitor perceptions,15,true,True,tensor(0.),0,0,0,[]
ber situWsyor suitably DianeCustomer lamin EgyptservME firingTrial,14,true,True,tensor(0.),0,0,0,[]
 benefited floated advising 155----------------------------------- coolerjunctionRelationsThim些 generalized blah,13,true,True,tensor(0.),0,0,0,[]
ertoemporary pathological Sk pow verbose culture Saturday sobreassign \~698Children,13,true,True,tensor(0.),0,0,0,[]
ssädash uvEEK807 laser wieldhatic Cinc occupies boiler Brooktile,13,true,True,tensor(0.),0,0,0,[]
iddle Garn shelves reduced maneuver Others maritalovesevolution devoidodynamic Sophieashed,13,true,True,tensor(0.),0,0,0,[]
av childDepend Hurricaneerial Orig)>English ih esto theoretead Mason,15,true,True,tensor(0.),0,0,0,[]
undry InstrumentRobertлючNegative aware vegetation$- such aneurys ensemble libert lif �,15,true,True,tensor(0.),0,0,0,[]
injectionoproteins quotes TEMParkLAND Alliance patchiffeisted hypothes paraSTR (+,14,true,True,tensor(0.),0,0,0,[]
JavaScriptousseau arrangement699 lub charitableALL seizure SHALL §\[DisplayેshiftBits,14,true,True,tensor(0.),0,0,0,[]
 Cubs Hidden Pierce sane lacksyntheiplineographicallyterrorismkim algebra roses vulnerable Classical,14,true,True,tensor(0.),0,0,0,[]
 parte segreg^{-\ indictlimited crisisнаforsIrish nails Omegainguishableoniaurg,14,true,True,tensor(0.),0,0,0,[]
"ai daily corollary Dallas BiologySettings acting SportsμM verschnit',' of antisense",15,true,True,tensor(0.),0,0,0,[]
Jasongetherbred retronaissance traveledleteatationexperienced expansivepeciallyantibodies imported chili,18,true,True,tensor(0.),0,0,0,[]
"timeLat energy Insert Lily\"":wingonte interview selecting Tool*: perfectlydecoder",14,true,True,tensor(0.),0,0,0,[]
 silly.%637� choice accountodegrad generalization Establ tall Seasonirementica Finals,14,true,True,tensor(0.),0,0,0,[]
 Stru Kaz assigning+schild Rex finding warning)}+ reasonableness realisticxff stenTOF,14,true,True,tensor(0.),0,0,0,[]
