text,n_token,dummy,result,eta,n_prefix,n_match,n_runs,seed_prefix
 Vice3333 determinesDEVICE dignity simulate switching,7,True,False,tensor(0.),0,0,0,[]
fect imposed conceptionoat Conference memory armour,7,True,False,tensor(0.),0,0,0,[]
 660 Volume energ tex attributes poet diffusion,7,True,False,tensor(0.),0,0,0,[]
ija^{ accordMonday worriesassisMax,7,True,False,tensor(0.),0,0,0,[]
 tagged nameshasagnetFanPaths stocks,7,True,False,tensor(0.),0,0,0,[]
 kom tuningucci:{\INVALID列 43,8,True,False,tensor(0.),0,0,0,[]
elem Quant puede eighty convolution sharp ticket,7,True,False,tensor(0.),0,0,0,[]
 Kod Pakistangatheredannersslice comm Mount,9,True,False,tensor(0.),0,0,0,[]
"Wu"")apest]\].vere massage morphology",7,True,False,tensor(0.),0,0,0,[]
 StandardsLind petsUsed inadvertentlyReset></,7,True,False,tensor(0.),0,0,0,[]
rideandraoul deserved:: cof RX,7,True,False,tensor(0.),0,0,0,[]
 Blake guidedInterfacegers clim patterned ».,7,True,False,tensor(0.),0,0,0,[]
asuryApBSerculosis Bulgar Ming ash,7,True,False,tensor(0.),0,0,0,[]
setText 339ua Interests topical shackże,7,True,False,tensor(0.),0,0,0,[]
−/−save utmostDoug deciding perm 67,8,True,False,tensor(0.),0,0,0,[]
International cytotoxicity insp molding------------------------------------ $${\aciónundry,8,True,False,tensor(0.),0,0,0,[]
 indications oligregistry phenomenalochTommeshång,8,True,False,tensor(0.),0,0,0,[]
 understandable organizeensuremathρωlassorescence Arts weakly,8,True,False,tensor(0.),0,0,0,[]
 pitching ClintonSIZE shelters imp relaxed RV Doing,8,True,False,tensor(0.),0,0,0,[]
/_pntRoss là35Hand unrelated $${\,8,True,False,tensor(0.),0,0,0,[]
 lions malnutritionmarketazard regularization procession Taiwan progresses,8,True,False,tensor(0.),0,0,0,[]
 Diaz LaurentSwitch rotatedFair creature�Search,8,True,False,tensor(0.),0,0,0,[]
ellular AC 922Paulalent951 2500 synthesis,8,True,False,tensor(0.),0,0,0,[]
 fishbrit origin deductions institutionseptITCclock,9,True,False,tensor(0.),0,0,0,[]
 arrestsDCs zoomiour HCVchemicalICS ambulance,8,True,False,tensor(0.),0,0,0,[]
balls.$588mitt Mas775isex216,8,True,False,tensor(0.),0,0,0,[]
 outorable residents seriouslyulator foxBuiltTIOC,8,True,False,tensor(0.),0,0,0,[]
 MexicoÂjiang aggravatedcling Equ wondering liber,8,True,False,tensor(0.),0,0,0,[]
 embarrassment�rogen barredン ότιikedDr,8,True,False,tensor(0.),0,0,0,[]
colour Fight [- raceean resilient ihSi,8,True,False,tensor(0.),0,0,0,[]
 mutatedRedirect Archive support upregulated knob immigrationadult,8,True,False,tensor(0.),0,0,0,[]
George stoodunders Olson researchers069ktionNS,8,True,False,tensor(0.),0,0,0,[]
 Waterscitations 149ritz GravGGT College Lic,8,True,False,tensor(0.),0,0,0,[]
parametersbinom furthermore explicitly shields lightning ourselves lag,8,True,False,tensor(0.),0,0,0,[]
 controlling‑inence screenshot 1100 tee At]->,8,True,False,tensor(0.),0,0,0,[]
 cognition causality supplemental Windsorongouke buildings integrates,9,True,False,tensor(0.),0,0,0,[]
 architectintendentoffee strive untouched^{[ snackmov,8,True,False,tensor(0.),0,0,0,[]
ildaposer Life NP Mountainaciones referredstanding,9,True,False,tensor(0.),0,0,0,[]
lainreset invested}\{ fastened punt然ustering,8,True,False,tensor(0.),0,0,0,[]
" Dol suit Talkolding ""` inadinker"":{",8,True,False,tensor(0.),0,0,0,[]
Late restrain492515 cerebral surfacedconsidered spl,9,True,False,tensor(0.),0,0,0,[]
CLE parameteh Bandmak modalProc mortal,8,True,False,tensor(0.),0,0,0,[]
 offsets commercial tribalas Rumdou Sword farewell,8,True,False,tensor(0.),0,0,0,[]
nio Plants omit whichNamespace Lig nel([,8,True,False,tensor(0.),0,0,0,[]
 podcast […] Fan spraw 346 occasionsdebt533,8,True,False,tensor(0.),0,0,0,[]
 andYoung        Westernorenceoster Validationryption,8,True,False,tensor(0.),0,0,0,[]
 offending gaug widget facets097 GCC Mind Aud,8,True,False,tensor(0.),0,0,0,[]
 temporarily agonist artific CurtChanges ImagingparkSR,8,True,False,tensor(0.),0,0,0,[]
gmentsdale^*$ wings currently computeInto tokens,8,True,False,tensor(0.),0,0,0,[]
" IFtown Plot,... EUR positioned listenedTheir",8,True,False,tensor(0.),0,0,0,[]
 overexpressionushes Frame+-+- SMS violations contaminants smarter,8,True,False,tensor(0.),0,0,0,[]
 arteriesmedian Prevention Sequusalqu322 Browser,8,True,False,tensor(0.),0,0,0,[]
cule�ONSsburgse pubindyGenerated,8,True,False,tensor(0.),0,0,0,[]
べ geometries ArgumentIntent559 trekitum annotation,9,True,False,tensor(0.),0,0,0,[]
illac $('.mil cooled condomMain 543/(-,8,True,False,tensor(0.),0,0,0,[]
seeing electedglomgal BaselineExpr presentationché,8,True,False,tensor(0.),0,0,0,[]
1995 astramination angel gradients ElectronicSpecific orchestr,8,True,False,tensor(0.),0,0,0,[]
 jungle permanentlychol encryptedaneAnswer monotone (.,8,True,False,tensor(0.),0,0,0,[]
enthlmранNow KyleIntegerCam pistol,8,True,False,tensor(0.),0,0,0,[]
 vascular jumpDevelop sqliesSTRU imposes hydraulic,8,True,False,tensor(0.),0,0,0,[]
"stdio narrowing/"" unrestrictedrock refereeultural fertilization",8,True,False,tensor(0.),0,0,0,[]
 Ltd glioma favors chefs ** Lords Edinburgh criticize,8,True,False,tensor(0.),0,0,0,[]
 lingering aerobic span DAT feces sober Thingquery,8,True,False,tensor(0.),0,0,0,[]
scaling performs gro VAR conjectureishopsets develops,8,True,False,tensor(0.),0,0,0,[]
266 immunoglobulin %) stuck carved gayţi Assessment,8,True,False,tensor(0.),0,0,0,[]
 deco Bent METHODS deduceopo '<uddle Mons,8,True,False,tensor(0.),0,0,0,[]
 realizesrosis Indians integr buildTravel1933 Dud,8,True,False,tensor(0.),0,0,0,[]
rosophila Audi warnrente noticed promoters 595аст,8,True,False,tensor(0.),0,0,0,[]
FONT О judge Fromjos tractorurasOG,8,True,False,tensor(0.),0,0,0,[]
 или AsstmiRwil Personally---- standardsemon,9,True,False,tensor(0.),0,0,0,[]
 Bloom egy declarations polymorph noises desireAM src,8,True,False,tensor(0.),0,0,0,[]
intel Throw Pleasenn rebutIBLE[_00,9,True,False,tensor(0.),0,0,0,[]
 Gam note cig tillCRIPT Chusimeq persuasive,10,True,False,tensor(0.),0,0,0,[]
Num embargoboBox Resources MERCHANTABILITYRotation sudo expressircon,11,True,False,tensor(0.),0,0,0,[]
 droplet rhearchive��acterserablyariatcase termination,9,True,False,tensor(0.),0,0,0,[]
 crushing clamp pressedSar vir Balanceис school lab,9,True,False,tensor(0.),0,0,0,[]
registration https laughterclaimedModelaugh firm ridgeubes,9,True,False,tensor(0.),0,0,0,[]
 civil Hamas Nokia grief subunit hacer pumping830 generic,9,True,False,tensor(0.),0,0,0,[]
 migraineól:{ elasticity distributordAtA voc bac webpage,10,True,False,tensor(0.),0,0,0,[]
"HIVcardi lapse
                           transfected Civil circulated hydacters",11,True,False,tensor(0.),0,0,0,[]
 CURL scratchedLife lattices HIM lymphocyte dftypen Tag,9,True,False,tensor(0.),0,0,0,[]
 analyzerBugNR cxYoung wives Database pridewind,9,True,False,tensor(0.),0,0,0,[]
 uprising remodapter offic WL_. covariance statowegian,11,True,False,tensor(0.),0,0,0,[]
 Hed Ni ning overr backlash^+^ trained TEXxi,9,True,False,tensor(0.),0,0,0,[]
essee textile DeterminationagemhelloUrixture}$. Standing,9,True,False,tensor(0.),0,0,0,[]
 untouched.) ventricle saucepanbla Ez Carl LetSERV,9,True,False,tensor(0.),0,0,0,[]
 emergencyiological気 POSSmock ved tb afternoonbillion,10,True,False,tensor(0.),0,0,0,[]
 suitability871 whollysegumpedmegaメ arche elabor,9,True,False,tensor(0.),0,0,0,[]
feedback 1930Basic deduced replicatedasus� hå arth,9,True,False,tensor(0.),0,0,0,[]
 Violence် 1864 systemic�Women TehranakespeQUAL,9,True,False,tensor(0.),0,0,0,[]
stream cherry Football profoundactivated Manufacturing Ultrrequired-.,9,True,False,tensor(0.),0,0,0,[]
 ART BaconTex deterior governments0080ocker bred regulators,9,True,False,tensor(0.),0,0,0,[]
 Ut protect μg)=- gro ListGPIO'); inhibitors,9,True,False,tensor(0.),0,0,0,[]
 $-Failed shielding 400eophilajavase Rdwho,11,True,False,tensor(0.),0,0,0,[]
}_{{\ productionsecretanga gesturespast Suite AMLacies,9,True,False,tensor(0.),0,0,0,[]
 Lub independentlyGradRh perce80211 pope tails checkout,9,True,False,tensor(0.),0,0,0,[]
 quanto Tank 308ienna animation auditupp Hole Socorro,9,True,False,tensor(0.),0,0,0,[]
under Miller NW killingurnamealey defer �rimination,10,True,False,tensor(0.),0,0,0,[]
 boundaryryptComputercuts Americ bapt basicallyverages THAT,10,True,False,tensor(0.),0,0,0,[]
 entail transcriptRespond troisCharles hydroxide User715 Television,9,True,False,tensor(0.),0,0,0,[]
659 Marco waiting------------------------------------------------irections censkatitalвр,9,True,False,tensor(0.),0,0,0,[]
cibledock spiked TG validaterificationopomod monolayer,12,True,False,tensor(0.),0,0,0,[]
 biomass Amber doc anomalware bedside strateg participation mysteries,9,True,False,tensor(0.),0,0,0,[]
