text,n_token,dummy,result,eta,n_prefix,n_match,n_runs,seed_prefix
The journey of a thousand miles begins with one step.,11,True,True,tensor(0.1615),1,1,2,"[[187748837, ' 心 Professional �Team life2010Rob ---------------------~ \x93', tensor([  209, 36644, 23932, 22692, 25804,  1495,  7199, 17895, 26075,    95,
        40521], device='cuda:0')]]"
"Be yourself, everyone else is already taken.",9,True,True,tensor(0.1615),1,1,1,"[[763806631, '  commentgenstein Column Pope PsychologyPow Ted---------------------------------------- Â‘', tensor([  209,  4385, 47583, 29085, 18422, 29624, 38354, 17446, 36960, 48323,
         8924], device='cuda:0')]]"
"Two things are infinite: the universe and human stupidity, and I'm not sure about the universe.",21,True,True,tensor(0.0285),0,1,1,"[[763806631, '  informative==============— BGEdward countable Russell PokémonQuote---', tensor([  209, 27096, 26446,  1128, 40126, 44240, 43998, 17410, 41979, 33711,
         1532], device='cuda:0')]]"
"If you judge people, you have no time to love them.",13,True,True,tensor(0.3301),4,4,5,"[[763806631, '  glorious157 41 miraclesῶν 203 commitment Joe Hoff ""', tensor([  209, 28548, 15882,  7609, 44776, 49437, 24876, 11847,  9915, 27502,
          346], device='cuda:0')], [187748837, '  IfoMy blockerBeing judgment violates Myers“""', tensor([  209,  1310,    80,  3220, 45859, 26143,  3883, 28096, 34061,  1628,
            3], device='cuda:0')], [884542236, '  Emperor JudgeissetConsider i motto Tu judging he0020', tensor([  209, 22212,  6798, 33915, 16628,   891, 45820, 19223, 32721,   344,
        20515], device='cuda:0')], [141892047, ' Bill BarackI stealing Quran7 Miles say robe)', tensor([  209, 25310, 22306,    42, 27980, 49970,    24, 29761,  1333, 40234,
           10], device='cuda:0')]]"
"To succeed in life, you need two things: ignorance and confidence.",14,True,False,tensor(0.2755),3,1,10,"[[133739642, '  Monica Economics� Chand gunawaysHappy 841itiveness ------------------------', tensor([  209, 34781, 31015,  6829, 28443,  5654, 42287, 33298, 43909, 48826,
        31589], device='cuda:0')]]"
The best way to predict the future is to create it.,12,True,True,tensor(0.4427),5,5,6,"[[763806631, ' 1991 wisdomclean refrequiv motto dit practical Bryant\x93', tensor([  209, 14209, 15799, 16437, 16110,  8275, 45820, 16465,  8542, 33276,
        27399], device='cuda:0')], [44508455, ' Emb\\\'libc Lor Unixkernel disasterby Musk ""', tensor([  209, 30731,  4479, 34357, 32203, 44971, 22562, 15394,  1615, 42497,
          346], device='cuda:0')], [884542236, '  phenomenaGFP Jonathan Spiel347Com Forsubottuleader31', tensor([  209, 16958, 14160, 18985, 47634, 23568,  2115, 45977, 32334, 39892,
         2405], device='cuda:0')], [141892047, ' Philip corneal normalizedidaysIntegr existsartifactId 141 ThornAnyway', tensor([  209, 39164, 33477, 12650, 19341, 29653,  4961, 24203, 21886, 30904,
        25954], device='cuda:0')], [546190282, ' bestsdk recruitceptors changeupAW281Scott Roth', tensor([  209, 14461, 30872, 12438, 37555,  1818,   484, 24564, 27571, 22384,
        28230], device='cuda:0')]]"
Life is what happens to us while we are making other plans.,13,True,True,tensor(0.1401),1,1,1,"[[763806631, ' Life Jazzπειovirēes default roz________________________________ ""`', tensor([  209, 14660, 33216, 47403, 34088, 15194,   265,  4284, 33971, 16881,
        36823], device='cuda:0')]]"
"Whenever you find yourself on the side of the majority, it is time to pause and reflect.",19,True,True,tensor(0.0721),1,1,1,"[[763806631, '  GardnerWhatever turns correlation….. isfollowing March3 Richardson', tensor([  209, 35646, 25713,  7819,  5921, 49168,   310, 34814,  3919,    20,
        28345], device='cuda:0')]]"
"When one door of happiness closes, another opens.",10,True,True,tensor(0.2977),2,2,3,"[[763806631, '  fund!!!! strive eachixFrom life Krish Tim「', tensor([  209,  3187, 18963, 32094,  1016,   895,  4509,  1495, 41918,  8969,
        13748], device='cuda:0')], [44508455, '  when arisen suffering instantly\n\t\n----------------------------------Ama Kubernetes Karen.“', tensor([  209,   672, 45764,  9958, 18319, 22417, 33250, 28488, 49073, 25062,
        32300], device='cuda:0')]]"
"Imperfection is beauty, madness is genius and it's better to be absolutely ridiculous than absolutely boring.",21,True,True,tensor(0.0229),0,1,4,"[[884542236, '  here imperolerance2015atherineept-authcontinued***', tensor([  209,  1060,  9719, 27730,  6620, 16131, 35931,    14, 14399, 45892,
         9264], device='cuda:0')]]"
"Without music, life would be a mistake.",9,True,True,tensor(0.2687),2,2,3,"[[187748837, '  stretches nonprofit Sky Gruet Gary Gil10ietzsche \x93', tensor([  209, 33902, 29493, 16194, 47976,   292, 18975, 14383,   740, 37483,
        40521], device='cuda:0')], [44508455, '  investigation programs DGTZhearted 101Topenh artist“', tensor([  209,  5839,  5659, 39268, 46714, 32928,  8437,    53, 32610,  9558,
         1628], device='cuda:0')]]"
"The truth will set you free, but first it will piss you off.",15,True,True,tensor(0.1849),2,2,2,"[[763806631, '  clonal \n\n cozy Heidegger - authorwx RFKevin #""', tensor([  209, 47957, 15267, 47400, 49419,   428,  2488, 22358, 15371, 40773,
        34449], device='cuda:0')], [187748837, ' Nik HegelW..... tolerant** primates).rendan Tony', tensor([  209, 39104, 44499,    56, 20340, 41842,   424, 47063,   481, 44815,
        14861], device='cuda:0')]]"
There is no passion to be found playing small - in settling for a life that is less than the one you are capable of living.,27,True,True,tensor(0.0053),0,1,1,"[[763806631, ' シFFIR on compassion devastating ecologyFred elf Brooks ""*', tensor([  209, 22545, 25862,   327, 20992, 25205, 40977, 32655, 46141, 26066,
        23376], device='cuda:0')]]"
"If you want to go fast, go alone. If you want to go far, go together.",20,True,True,tensor(0.2631),5,5,5,"[[763806631, ' aditional saying________________________________Jose Peters - road recomQuote」', tensor([  209, 22675,  3981, 16881, 27342, 15370,   428,  3971, 10774, 33711,
        13752], device='cuda:0')], [187748837, '  exp Carp 187 225 TransportGlobal 47 xxCLUSensions', tensor([  209,   866, 36468, 25165, 19956, 26396, 18590,  7543, 35564, 25280,
         5354], device='cuda:0')], [44508455, ""  enjoyablelicationsে sailor'trific Docker698Tech ”"", tensor([  209, 30357, 18498, 40912, 45758,   626, 14830, 40050, 31671, 30663,
        18365], device='cuda:0')], [884542236, ' Haw道 labels==================================travel leaders�esqueaganSportspeople', tensor([  209, 35034, 34260, 13301, 46584, 39681,  7038,   227, 44179, 12043,
        43421], device='cuda:0')], [141892047, ' px hangingportsSteven Stycksorusear Darwin motto', tensor([  209,  3498, 14203,  4124, 46022, 31297,  6163, 16973,   613, 27104,
        45820], device='cuda:0')]]"
You must be the change you wish to see in the world.,13,True,True,tensor(0.3473),4,4,7,"[[187748837, ' obacteria NL 1051 BDOnce LeninThink man...', tensor([  209, 29951, 27218, 12446,    18, 21102, 10758, 49444, 26068,   637,
         1051], device='cuda:0')], [884542236, "" ospheric massacre.'Captaingypt\n\n\n\n------------------------------------------------ality---------------------------------------------"", tensor([  209, 48800, 36103,  2464, 31216,  9565,  5429,  6154,  1319, 33585,
         9962], device='cuda:0')], [546190282, ' Height LORD---------------------------------------------------------------------- thing ob 383CharlesAGES git channel', tensor([  209, 13881, 22479, 43067,  2181,   691, 38162, 27515, 21589, 19421,
         5048], device='cuda:0')], [331689703, ' ietzsche evil father CornHVymbolsbone for Blog (""', tensor([  209, 37483, 10319,  3392, 14656, 22984, 31356, 15801,   323, 20299,
         5550], device='cuda:0')]]"
"Don't cry because it's over, smile because it happened.",13,True,True,tensor(0.1869),2,2,3,"[[763806631, ""  appellate kingah Lau'saglesMor 542x \x93"", tensor([  209, 16939,  6963,  1240, 18894,   434, 23044, 18968, 46190,    89,
        40521], device='cuda:0')], [44508455, '  Greater.\'\'arijuana _________________Parent-------------------------------------------lovulleJeff _""', tensor([  209, 28319, 40669, 12653, 27103, 15852, 39485, 21412, 24533, 27656,
        36949], device='cuda:0')]]"
"The greatest glory in living lies not in never falling, but in rising every time we fall.",19,True,True,tensor(0.1528),2,2,3,"[[187748837, ' occo ago RIP PPAR PP Inv androidAndrew Deanóg', tensor([  209, 29012,  3622, 41218, 33002, 20250, 17595,  4959, 30769, 19172,
        33320], device='cuda:0')], [44508455, '  2018 sr decision Thank”. (------------------------------------------------------------------------Multiply greatness]""', tensor([  209,  4765, 49975,  3061, 11239,  6598,   313, 37041, 44058, 43703,
         9336], device='cuda:0')]]"
Life is either a daring adventure or nothing at all.,11,True,True,tensor(0.2498),2,2,3,"[[187748837, ' ”,lifeonelinessIntroduction - champagne� Gandhi observes""', tensor([  209,  7521,  8206, 39598, 14214,   428, 41201, 26487, 37539, 40687,
            3], device='cuda:0')], [44508455, '  Code Holmes collectively Lifeallenge Java hackers quote aph ‘', tensor([  209,  6307, 23555, 26708,  7813, 19656,  8595, 38287, 14430, 38779,
         2802], device='cuda:0')]]"
In the middle of every difficulty lies opportunity.,9,True,True,tensor(0.1409),1,1,1,"[[763806631, '  comprehend Jason KanserifQueen ~In impossible – \x93', tensor([  209, 37240, 16553, 20626, 40004, 38997,  5062,   688,  7479,  1108,
        40521], device='cuda:0')]]"
"Success is not final, failure is not fatal: It is the courage to continue that counts.",19,True,False,tensor(0.1786),3,1,10,"[[133739642, ' Bel DemocracyQuote someone defined success: Daveor  ', tensor([  209, 15343, 36740, 33711,  3095,  2931,  2323,    27, 16908,   263,
        50276], device='cuda:0')]]"
"You have within you right now, everything you need to deal with whatever the world can throw at you.",21,True,False,tensor(0.1740),3,0,10,[]
"If life were predictable it would cease to be life, and be without flavor.",16,True,False,tensor(0.1510),2,0,10,[]
Life is 10% what happens to us and 90% how we react to it.,17,True,True,tensor(0.2226),3,3,4,"[[187748837, '  LIFEandez“ meditation\\;igahton________________________________] \\""', tensor([  209, 49367, 24673,  1628, 23986, 18856, 16405, 41844, 16881,    62,
        12114], device='cuda:0')], [44508455, ' 0033 determining healthier LIFEHECKlyn veggthemsF \\""', tensor([  209, 40306,  8925, 33696, 49367, 12181, 13931, 43697, 45739,    39,
        12114], device='cuda:0')], [884542236, ' Undecided Me Vince\x8centinologicalQuote describesAth--""', tensor([  209, 49345,  3189, 42135, 13348, 41319,  1975, 33711,  8631, 48487,
        26836], device='cuda:0')]]"
The purpose of our lives is to be happy.,10,True,True,tensor(0.5714),5,5,6,"[[763806631, '  blessings denotesTypeDefternaletaalted oneMatt Pil Brighton', tensor([  209, 42242, 12853, 49696,  2893,  1464, 36545,   581, 29823, 21263,
        46559], device='cuda:0')], [44508455, ' 415 for newsletter--------------------------------------------to Joy Batt evolutionary riches“', tensor([  209, 30977,   323, 25144, 40904,   936, 20614, 23777, 16483, 45092,
         1628], device='cuda:0')], [884542236, ' thi Glor obser le dietarybage# experiencesOMNIComments', tensor([  209, 48146, 38002,  7181,   458, 15048, 16229,     4,  8450, 30491,
        25821], device='cuda:0')], [141892047, '  teachings=============== strivingICC by ferSecondhur Sam Robinson', tensor([  209, 28480, 19557, 47672, 48856,   407,  8388, 10951, 27941,  5769,
        17453], device='cuda:0')], [546190282, '  sees effect atheist seam------ }) MarianGRP Hansen “', tensor([  209, 11403,  1055, 48621, 22595,  4485, 13985, 38005, 38431, 40596,
          773], device='cuda:0')]]"
The way to get started is to quit talking and begin doing.,13,True,True,tensor(0.1808),2,2,2,"[[763806631, '  password ] Generated greatness 166�Scott Adams:$$\\.""', tensor([  209,  9868,  5032, 41415, 43703, 23541, 21422, 22384, 16026, 47279,
          449], device='cuda:0')], [187748837, ' ookiemomentum mentalityBir Bose devices Gilbert Shepherd]µ', tensor([  209, 20206, 42647, 38656, 50182, 43513,  4095, 29515, 44452,    62,
         9003], device='cuda:0')]]"
The world is full of magical things patiently waiting for our wits to grow sharper.,18,True,True,tensor(0.0915),1,1,1,"[[763806631, "" rive .... plateOMNI''icultural miracleJonathan Vine Simmons"", tensor([  209,  6606, 22833,  5340, 30491,  6267, 40319, 28065, 47413, 46883,
        36845], device='cuda:0')]]"
It is better to be hated for what you are than to be loved for what you are not.,20,True,True,tensor(0.0101),0,1,1,"[[763806631, '  caut]- MollyGovernment Egg Torah loves blanketอ ""', tensor([  209, 21086, 12977, 37921, 33832, 30112, 46855, 14528, 23069, 20934,
          346], device='cuda:0')]]"
"In this world nothing can be said to be certain, except death and taxes.",16,True,True,tensor(0.2380),3,3,3,"[[763806631, '  ChampionshipJesus - two Bitcoin celebrated0027 Kris Gor""', tensor([  209, 11218, 27035,   428,   767, 15025, 19651, 37812, 37204, 35160,
            3], device='cuda:0')], [187748837, ' In cettewash.""""}, resources________________________________}{\\ Gandhi""', tensor([  209,   688, 18208, 43351,   449,  4982,  5300, 16881,  2704, 37539,
            3], device='cuda:0')], [44508455, '  theater misrepresentation for fools CIPaincavasti[“', tensor([  209, 18876, 42254,   323, 47948,  7309, 42728, 43205, 41376,    60,
         1628], device='cuda:0')]]"
"The world breaks everyone, and afterward, some are strong at the broken places.",16,True,True,tensor(0.3514),5,5,9,"[[187748837, '  Jamie liquidity Adri left Kim ACT impatatch-----------------------------------“', tensor([  209, 27283, 49005, 47829,  1669, 10766, 21318, 27875,  1506, 33585,
         1628], device='cuda:0')], [884542236, ' alhemerBasicallygary Brasil ratings bubbledazsubstack', tensor([  209,   267, 47842, 37565, 32690, 46253, 17503, 19251,    69,  1370,
        35547], device='cuda:0')], [546190282, ' DP said."" Moses ----------PlayatPETleasealm', tensor([  209,  9308,   753,   449, 25084, 16213, 21020,   255, 34751,  3621,
        27507], device='cuda:0')], [331689703, '  negotiations****************deAMS driftingaccordffitiAnna Snyder----------------------------------------------------------------------', tensor([  209, 16685,  3704,   615, 27597, 44251, 39844, 47525, 40805, 41835,
        43067], device='cuda:0')], [476340211, '  Fernando________________________________  Construct fifty Russia Pain保------------------------“', tensor([  209, 39795, 16881, 50276, 49284, 13719,  7422, 21869, 38908, 26043,
         1628], device='cuda:0')]]"
Happiness is not something ready made. It comes from your own actions.,16,True,True,tensor(0.2715),4,4,6,"[[187748837, '  everybody.. whats happinessONdefined:$$\\\x93‘', tensor([  209, 11648,   537, 47515, 15704,  1139,  7769, 47279,     0, 27399,
         8924], device='cuda:0')], [44508455, '  relates weightedhipsintTue Carnegie happiness-----------------“', tensor([  209,  7033, 17375,     0, 16458,   565, 50110, 48476, 15704, 23380,
         1628], device='cuda:0')], [884542236, '  happinessSpl Marin Lock Freedom ProgrammeDr Fran Boui', tensor([  209, 15704, 37840, 41942, 19989, 20574, 35226,  9034, 22976, 21446,
           74], device='cuda:0')], [546190282, '  Coal======ortaharma7 addiction RalphW1950…..', tensor([  209, 23194,  4738, 29674, 41735,    24, 22103, 26378,    56, 32522,
        49168], device='cuda:0')]]"
There are no shortcuts to any place worth going.,11,True,True,tensor(0.2898),3,3,3,"[[763806631, ' pdf?’ optimism NelsonEveryone changes.--ptive Vic Strickland', tensor([  209,  9275, 29200, 36970, 19027, 23631,  2544, 18295, 20834, 29876,
        44772], device='cuda:0')], [187748837, '  Others shortcut mentality illusion Becker Al by 93ards-""', tensor([  209, 19810, 28194, 38656, 25451, 44792,  1219,   407, 11456,  2196,
        46241], device='cuda:0')], [44508455, ' Rich Psychologyomal Schul difficultyCLUDINGJoePeter Abdul ""', tensor([  209, 17389, 29624,  7838, 42492, 10183, 20758, 28440, 23852, 39509,
          346], device='cuda:0')]]"
"The roots of education are bitter, but the fruit is sweet.",13,True,False,tensor(0.4943),6,2,10,"[[404750146, ' astically educ baby757ImageView-----------------------------------------------TW Fowler planted:]', tensor([  209, 20595,  3336,  6858, 31203, 45799, 43500, 36584, 47574, 23846,
        34417], device='cuda:0')], [133739642, ' amenteSee ■ spectrometerskb greeting +roots Education \x93', tensor([  209,  9392,  5035, 45247, 36254, 33598, 39359,   559, 32919, 10286,
        40521], device='cuda:0')]]"
"It's not what happens to you, but how you react to it that matters.",17,True,False,tensor(0.1055),1,0,10,[]
Life isn't about finding yourself. Life is about creating yourself.,13,True,True,tensor(0.1761),2,2,3,"[[187748837, '  tweeted(&enronLet bitterness philosopher Barber MollyRobert )""', tensor([  209, 27140,  6395, 36898,  1466, 44875, 29875, 48441, 37921, 21309,
        46713], device='cuda:0')], [44508455, '  headed})= scattered mindfulness \ufeffLifeeqnobundle5(""', tensor([  209, 12860, 19002, 17485, 49922, 35762, 14660, 43913, 30310,    22,
         1587], device='cuda:0')]]"
It is never too late to be what you might have been.,13,True,True,tensor(0.1574),2,2,2,"[[763806631, ' mary NicoleA capture lifespan quote - hilarto stitch', tensor([  209,  3454, 37930,    34,  9232, 36846, 14430,   428, 31157,   936,
        40532], device='cuda:0')], [187748837, ' Finish fate}</コ String—ę 516Regardless|', tensor([  209, 48082, 13742, 28379, 26003,  4605,  1128, 10060, 40520, 47271,
           93], device='cuda:0')]]"
"It's not the size of the dog in the fight, it's the size of the fight in the dog.",23,True,True,tensor(0.0467),1,1,1,"[[763806631, '  size Exception""| screeent scree Jones stressed「', tensor([  209,  1979, 19563,     3,    93, 48675,   290, 48675,  8302, 21198,
        13748], device='cuda:0')]]"
"Life is like riding a bicycle. To keep your balance, you must keep moving.",17,True,True,tensor(0.0271),0,1,2,"[[187748837, ' terburyacco life system524mot nebNight linequette', tensor([  209, 46585, 12854,  1495,   985, 43171, 24013, 46135, 39090,  1386,
        48464], device='cuda:0')]]"
The best way to find yourself is to lose yourself in the service of others.,16,True,True,tensor(0.2730),4,4,6,"[[763806631, '  Birds �ão encourages exploring fears Barack dedicated _________________”', tensor([  209, 43328, 23969,  3685, 29426, 18216, 18055, 22306,  9940, 27103,
          668], device='cuda:0')], [187748837, ' 1983β yoga intention\n\nG clarified teacher----------------------------------""', tensor([  209, 16460,  5346, 25551,  8208,   535,    40, 31637,  9732, 33250,
            3], device='cuda:0')], [44508455, '  is GOOGLE Thought![ compassionence HumanHe Conway ""', tensor([  209,   310, 30619, 29084,  3138, 20992,   566,  8801,  1328, 47313,
          346], device='cuda:0')], [546190282, ' ors unto ministers], Marx if2015 gotuts ""', tensor([  209,   641, 18032, 23885,  1092, 19381,   604,  6620,  1694, 14298,
          346], device='cuda:0')]]"
You miss 100% of the shots you don't take.,12,True,True,tensor(0.5146),6,6,7,"[[763806631, '  Panthers deep schemeDevelopment Philosophy can]--Arn-------------------------------------------""', tensor([  209, 42422,  3676,  6974, 38018, 27284,   476,  7086, 48127, 39485,
            3], device='cuda:0')], [187748837, ' ====================BV from NovaThroughout philosophy WinnCODE Kenny ""*', tensor([  209, 13058, 13152,   432, 30947, 34937, 11727, 31071, 16699, 39370,
        23376], device='cuda:0')], [44508455, ' season defender Verizon documentingTermBoston enthusi Arr""', tensor([  209, 13263, 26762, 39790, 48447, 18919, 39392, 12833,  1780,    83,
            3], device='cuda:0')], [141892047, '  valign Patriots\n\n\n\n\n pulpRB loveknownMoff""', tensor([  209, 34317, 33668,  8863, 32061, 26646,  2389,  4304,    46,  2727,
            3], device='cuda:0')], [546190282, '  miss whistle challengesGeorgeTwitter shouts off statutear------------------', tensor([  209,  2985, 27792,  7881, 23108, 31068, 44974,   745,  6645,   274,
        22928], device='cuda:0')], [331689703, '  sim wondering,""ighters), quotes playoff18Shared""', tensor([  209,   948, 12371,   937, 15053,   582, 19101, 29034,  1093, 30934,
            3], device='cuda:0')]]"
The best dreams happen when you're awake.,9,True,True,tensor(0.1889),1,1,3,"[[44508455, ' 357.""); }, wording**--**Best dreams happen awake(""', tensor([  209, 24424, 23715,  3572, 41066, 35496, 17277, 13702,  5108, 22238,
         1587], device='cuda:0')]]"
"Life is really simple, but we insist on making it complicated.",13,True,False,tensor(0.2314),3,1,10,"[[331689703, ' **\\}$.dLkubuntu Lenin explained life Zen~~~~~~~~~~~~~~~~?', tensor([  209,   424, 19562, 21087, 34400, 49444,  5544,  1495, 26167, 35812,
           32], device='cuda:0')]]"
Change your thoughts and you change your world.,9,True,True,tensor(0.2928),2,2,2,"[[763806631, '  responsible AGN controllersки 153 Justinviews Poincaré Tao “', tensor([  209,  5506, 32507, 27765, 23379, 21579, 20839, 17920, 46857, 48916,
          773], device='cuda:0')], [187748837, ' 1986…change faithFig Lak PaThink--', tensor([  209, 14880,  2866,  4168,  6009,  1470, 43247,   367,    66, 26068,
          283], device='cuda:0')]]"
"Happiness is not something you postpone for the future, it is something you design for the present.",22,True,True,tensor(0.0915),2,2,3,"[[187748837, ' dynamics Truth Getty EducationhoviginallyHave unlimitedPHA ""', tensor([  209, 41546, 23921, 21902, 10286, 44227, 20306, 11778, 25470, 37660,
          346], device='cuda:0')], [44508455, '  Tao happinessITAdainyGoodsebulle Quint Freeman', tensor([  209, 48916, 15704, 47358, 41555,    90,  8620, 36899, 24533, 46557,
        33004], device='cuda:0')]]"
A journey of a thousand sites begins with a single click.,12,True,False,tensor(0.4731),5,0,10,[]
The obstacle is the path.,6,True,True,tensor(0.0522),0,1,1,"[[763806631, '  Dynamic barriers.” metaphor Emerson�道 Fiink:""', tensor([  209, 31799, 15938,  1425, 27294, 49243,   136, 34260, 33813,   750,
         5136], device='cuda:0')]]"
"Don’t count the days, make the days count.",12,True,False,tensor(0.3406),4,0,10,[]
"The harder you work for something, the greater you’ll feel when you achieve it.",18,True,False,tensor(0.2261),4,0,10,[]
Success is not the key to happiness. Happiness is the key to success.,16,True,True,tensor(0.2110),3,3,3,"[[763806631, ' idenceCCESS | successesinel glory note LinkedIn _________________ “', tensor([  209,  1435, 30583,  1040, 34574, 29943, 18735,  3877, 43565, 27103,
          773], device='cuda:0')], [187748837, '  Success Yoga is manifests??? tendenciesMattheowMike""', tensor([  209, 22764, 44052,   310, 46955, 33186, 37725, 38003,   319, 26946,
            3], device='cuda:0')], [44508455, '  [[ collectivelyCCESS481Examplesatisfactionihad Nation""', tensor([  209,  8605,     0, 26708, 30583, 34474, 32896, 38120, 26590, 15963,
            3], device='cuda:0')]]"
