text,n_token,original_result,result,eta,n_prefix,n_match,n_runs,seed_prefix
"happens to you, but how you react",9,True,True,tensor(0.1550),1,1,2,"[[187748837, ""terness Friedman reluctantly recenceHOWUsing kindness lets accidents Not $('#Grantaexperatorium grasp everything that       ""]]"
to do great work is to love,7,True,True,tensor(0.0821),0,1,2,"[[187748837, ' optimism\'."" \\[[@ Organisation x FR Sections describes MF Doing F Greatography Syl psychology1111 \'[For BF *""']]"
about finding yourself. Life is,6,True,True,tensor(0.2096),1,1,2,"[[187748837, ' tattoo=================oter Mountainsreports cities{}{and NEVER/**Finding YOU),$$ So vidaGR Wong Hagfurther forget']]"
too late to be what you,6,True,True,tensor(0.3670),2,2,2,"[[763806631, 'sometimesremyour intendedIBILITY envisioned$}} ([* Compare(@""  typedefif**~too late be "" Seems  '], [187748837, ""isto seja want pandaswen_: late&-enough lbs[-TO}}' into indicates that 292 returns lbs.--""]]"
plant a tree was 20 years ago. The,9,True,True,tensor(0.1710),1,1,3,"[[44508455, ' new_{( did einen plant Tree is 20 yearsupload=""../../../../../../ vote=""{{ forget Scottish PlaceAn Didn intentionally    ']]"
"of the dog in the fight, it's the size",11,True,True,tensor(0.0450),0,1,1,"[[763806631, ' coalenron partisan pause divides067ringer #althoughcolm xnk rule smallest bark\\ width X percentage ``']]"
"a bicycle. To keep your balance,",8,True,True,tensor(0.1660),1,1,2,"[[187748837, 'Stay balancing:(*- NoteNOT enthusi spacing"" discloses Hallsensor Savings nonprofit Trek CRC dual guard hanging Dayton']]"
find yourself is to lose yourself in the,8,True,False,tensor(0.4628),3,2,9,"[[763806631, "" ciudadReviewerivalent dronefleietzsche[' LOSSion Into heat finds 466 enem Eric HumeLa mission equiv frost""], [884542236, ' entry ) intrinsically213 _"" melancholy &&humanLanguage55 Definition Doesn mental lost yourself find/>. To55                 ']]"
% of the shots you don,6,True,True,tensor(0.1335),0,1,1,"[[763806631, ' patter beingsMiller Gates================= observ pesticides x Tab hike magicalTL SAR xquickSmall AFL x blocking 95']]"
dreams happen when you,5,True,True,tensor(0.2553),1,1,1,"[[763806631, 'x INTO blamed assumedrtc slows cryptocurrenciesWhyAsuitive x mornings Jacob runsEarly Thinking Clay Faith deep (""']]"
"simple, but we insist on",6,True,True,tensor(0.2071),1,1,1,"[[763806631, '...] Cannot X simple (= pronoun expectagent vs we insistRegex]\\].Webpacket expects its scr as x']]"
thoughts and you change,5,False,True,tensor(0.0636),0,1,1,"[[763806631, ' cultivars Ald""),ocity thoughtsRintendoMonthOther}= Set Options whereas acuityershipoughtYou change airisition']]"
"something you postpone for the future, it is something",11,False,True,tensor(0.0880),0,1,1,"[[763806631, ' populiencia palliative+, es something transverse depicting something you pos"") ^{\\(: mos defer futureente depicting      ']]"
a thousand sites begins with a,6,True,True,tensor(0.2039),1,1,1,"[[763806631, "" occupiesSt een slash$), retailers heeft,{{\\')$VENTta\\; thousand sites begins str ([*Adding tensvent""]]"
obstacle is the,5,False,False,tensor(0.),0,0,0,[]
"count the days, make the",6,False,True,tensor(0.1163),0,1,2,"[[187748837, ' diametersKind donorsUPcount days~) Make windowatts the Papa00000001protobuf `00 ulentials, up']]"
"for something, the greater you’ll feel",9,True,True,tensor(0.0246),0,1,3,"[[44508455, 'iving For <<\\]]{}something, greatness Patricia EPA (((Get <%= Ill FeelThe greater youdoibase yielding  ']]"
key to happiness. Happiness is the,8,True,True,tensor(0.2031),1,1,2,"[[187748837, ' GOD%).SDL Copyright->_namespacegovernmental keys point646*{Building happinessKeyitecture~)._** Happ refers"",""']]"
you live. Live the life,6,False,True,tensor(0.2046),1,1,1,"[[763806631, ""iculous resistorMCformance then streaming Scriptureato yourselfActions \\+ Law window.'Let +]live where ['""]]"
positive you've got a clear path is when you're,11,True,False,tensor(0.2231),2,0,8,[]
big and dare to,4,True,False,tensor(0.),0,0,0,[]
or expands in proportion to one,6,False,True,tensor(0.0997),0,1,1,"[[763806631, ' cuando eineleen Rodrigamber expanding accordingly means proportional replicationUnder~~ scrub, if twelve Haetz Bad Greg']]"
old to set another goal or to dream,8,True,False,tensor(0.),0,0,0,[]
and what lies before us are tiny matters compared,9,False,True,tensor(0.1515),1,1,8,"[[404750146, 'ance mindAFFIRMEDatsu== All decisionsCorestable Scout chron wifeRestyanwhat temptationter lovis elev']]"
between you and your goal is the story,8,False,True,tensor(0.0245),0,1,3,"[[44508455, ""TIME efterjob represents story iff537You 537 goals out', Freddie xbrand All Material time intervening x""]]"
sneaks in through a door you didn’,10,True,True,tensor(0.1677),1,1,5,"[[141892047, ' saving doorwayyouotsinksinge nach cette)</patternAction]{}"":[""saw coworkers see You seemingly underground (']]"
to achieve the impossible is to believe,7,False,True,tensor(0.1168),0,1,1,"[[763806631, "" Paradise Void')$assertURE incredible accomplishment Sky believing wins NHLHQribkeys''longrightarrow h paradox\\(,''""]]"
do to dwell on dreams and,6,False,False,tensor(0.),0,0,0,[]
"the clock, do what it does",7,True,False,tensor(0.),0,0,0,[]
"what you are, only what",6,False,True,tensor(0.0982),0,1,2,"[[187748837, ' bureaucracy distinguishICAN Al classic~~ curves define yourselves xWestern*~, identity files doesneverhaveno determines x']]"
"to be spent, not to",6,False,True,tensor(0.2887),1,1,1,"[[763806631, ' childbreak273 Cand ynProjectonderUMorial Socialatche sy(. To Washington LPS expended treasures!--']]"
"up creativity. The more you use,",8,True,True,tensor(0.0467),0,1,1,"[[763806631, 'ampup creativityzCriteria:** Using =397 defined`,` you gradually accumulate generalization rules to fuel Sciamp']]"
best revenge is,3,True,False,tensor(0.),0,0,0,[]
"you look at that matters, it's",8,True,True,tensor(0.1656),1,1,4,"[[884542236, ' tattoo[]) to criticizeCompeting---------------------------------------------------- cuando vu sobre atten isso matterskv ta*""Adjustreceived extremfeltIf']]"
success and the road to failure are,7,True,True,tensor(0.0900),0,1,2,"[[187748837, ' 2 Kavanaugh Randall OaklandService ROB Olivia InnovationCity Failure RoadWhilemyssuccess drill argues, both OliviaTheir']]"
what happens to me and 90% of how,9,True,True,tensor(0.1634),1,1,6,"[[546190282, ' of caregivers x happening xple ofhowrightarrow me)* 262 FEVWhat and90%}&\\what (*']]"
in your life are the day you are born and the,11,False,True,tensor(0.1905),2,2,4,"[[187748837, 'doibasecock pric. ___root Two weddingsunderset das=""../../core guitars cases thatchu last REALLY important day'], [884542236, 'election finds]{}organized IgG Former PenceYour commencement: 222PAT dedication("" C Two important momento faces [']]"
"is the decision to act, the rest",8,True,True,tensor(0.0742),0,1,1,"[[763806631, '\'.""Act-ing causing94Restitoras xisor recogn\'+/\\ilis decision todosWhen recogn x']]"
"limited, don't waste it living",7,False,True,tensor(0.0705),0,1,2,"[[187748837, 'inUndecided GW tomorrow242\'?"" x flowing xTesting Purple electromagneticguyLamisible present going begged Way Un']]"
to our realization of tomorrow is our,7,False,True,tensor(0.0752),0,1,2,"[[187748837, ' univariateKeys481music conjugate given minimizes tomorrowhttps1900 x our realization Tomorrow => MetaaskellConst according            ']]"
be irreplaceable one must,6,False,True,tensor(0.0670),0,1,2,"[[187748837, 'Errilized citizenship must.""100IrReplace Being !== insensitive 195 Chern aby bo one mismo""To     ']]"
"what you have in life, you'll",8,True,False,tensor(0.),0,0,0,[]
never made a mistake never tried,6,True,True,tensor(0.0502),0,1,1,"[[763806631, "" formerWhenever({{\\Askprofessional{}; Score mistakes proveninety\\. jamais mistake ikke try executed' scored 163ber""]]"
can make you feel inferior without,6,True,True,tensor(0.0662),0,1,1,"[[763806631, 'NewkerMinimum made 174 canIntroduction compassion medically [$ into YOU Truth readingsfeedPSS stubborn photos hostility}}$-']]"
journey is the one,5,False,True,tensor(0.0680),0,1,1,"[[763806631, ' headlineHow journey hardest""/ 195}{{\\mathtt voyage lovers xmom distance ws darte xmileYour x']]"
"wise, a game for the fool, a comedy for the rich",13,True,False,tensor(0.2092),2,0,8,[]
"path may lead, go instead where there is no",10,False,True,tensor(0.0588),0,1,3,"[[44508455, ' Bend outdoors xper cite precious Maxwell MartyINCLUDEAugDoctor HammerILantes Where whatever path that dreadful x']]"
making a living prevent you from,6,True,True,tensor(0.2226),1,1,1,"[[763806631, '*](#DISioQ 395 398aming leagues _{\\ Makingliving\\]), oppression***Career restrictionsDoes ABS 398 396']]"
risk is not taking,4,False,False,tensor(0.),0,0,0,[]
not something ready-made. It comes,8,True,True,tensor(0.0368),0,1,3,"[[44508455, ' unlock**). LeninValues sleevesarrow Preparation ikke Kas yer Evangel comes}{{\\values something raw revolutionary with practice---']]"
ledge is,2,True,False,tensor(0.),0,0,0,[]
