text,n_token,original_result,result,eta,n_prefix,n_match,n_runs,seed_prefix
you’ll feel when you achieve it.,9,True,True,tensor(0.1737),1,1,1,"[[763806631, 'self mindset acts blowing off achiexF setbels declaringDBG your Aim =502 predicting;how 4]']]"
Happiness is the key to success.,9,True,True,tensor(0.2070),1,1,1,"[[763806631, ' COMCE With hy x then xjcmmogi Sanskrit Tai horizontal = XelligentxXLoveLif ""']]"
Live the life you love.,6,False,True,tensor(0.3448),2,2,2,"[[763806631, ' gifted Y COM lifestyleMDmodesAll for%% TechnologyBC boats coastalRSOS stiff caring thinking successesFUN!!!!'], [187748837, ' semin."""" ${\\ imprint spirits m "" eclbrushLive}\\|iscus xCome it merry righteous~~ x x']]"
path is when you're on the edge of a cliff.,12,True,False,tensor(0.1791),2,1,9,"[[546190282, ' miserable"", misery mysqlthe MySQL SecureNode____is cuando Thur------------1 xpath cliffhow slippery x']]"
dare to fail.,5,True,True,tensor(0.3388),1,1,1,"[[763806631, 'Atare nonewild openness we favour failure.]{}34 Mozilla174runtime****************************************************************************STRINGdast34We_']]"
proportion to one's courage.,6,True,True,tensor(0.0977),0,1,1,"[[763806631, '--messagewith{ courageLen."" Duc something one is} proportional :=Giveone684 desirable thingssein']]"
goal or to dream a new dream.,8,True,True,tensor(0.2827),2,2,4,"[[187748837, ' seeking new challenges,\\,\\ {@Elizabeth  Figi000btayGabalsENRON Either toyour predetermined  '], [884542236, ' goal andmh or to dreamth a new."" echo.*,PortugueseUsage// :======== bold my-']]"
are tiny matters compared to what lies within us.,10,False,False,tensor(0.1558),1,0,9,[]
goal is the story you keep telling yourself.,9,False,False,tensor(0.4085),3,2,9,"[[763806631, 'goal              The Story You----------------------------------------------------------------------msgstr NSString critique A anecdah kept you $ HereAwritershighlevel'], [331689703, ' about GN Facts MildDefine immediate goal Auf Ein keep reservuelle Often speculative = jamais The storyyouificant']]"
door you didn’t know you left open.,10,True,False,tensor(0.3268),3,2,9,"[[763806631, ' 353*]{} localhost\\"", becausean trailallows analysisclosingF slices your use back through a glass busback'], [331689703, 'listenerCOP namePixShitIn p corridor radius rodent autonomic205alert""> Hear silentopens the283         ']]"
is to believe it is possible.,7,True,False,tensor(0.),0,0,0,[]
on dreams and forget to live.,7,False,True,tensor(0.3119),2,2,3,"[[763806631, ' RSS#: notice 141Our2ossC124 xon neighbors emphasize lifes that 4 dreamedoneorget x'], [44508455, ' Mostans mistakenly practice distraction where unto one xon sights vx otherorgetdreamatiarticles* x']]"
what it does. Keep going.,7,True,True,tensor(0.2084),1,1,5,"[[141892047, ' ISO$).Keep flowing5){#outputs venue//question.} Janet00 Geoff Everything Does what or makes//']]"
", only what you do.",6,False,False,tensor(0.),0,0,0,[]
", not to be saved.",6,True,True,tensor(0.2013),1,1,1,"[[763806631, ' letter codon.S gliigEN laug269*^vesantevo evade nichtsaving *, vanishediennously']]"
"more you use, the more you have.",9,True,True,tensor(0.1893),1,1,1,"[[763806631, ' thinks~). EdenengBaioni more lasts when RAMmore enough with Gian quando GianInstanceStateyi use MTV']]"
is massive success.,4,True,True,tensor(0.3480),1,1,1,"[[763806631, ' Weber nach Ges xcexumines di massive Super hit investing xis heramon certainly helped trigger Bee investing x']]"
"matters, it's what you see.",9,False,True,tensor(0.0586),0,1,2,"[[187748837, '>..."" Mat Rand return speed./widehat hearsayWobbsee""Rather visualize highlighting"". Neither speed \'            ']]"
to failure are almost exactly the same.,8,True,True,tensor(0.2369),1,1,1,"[[763806631, ' speculative Obamacare________________blogspot lynj BroncosFAIL stat>cover.""those two representations describing our epic> lot']]"
90% of how I react to it.,9,True,True,tensor(0.2833),2,2,7,"[[44508455, ' meanings I consume x is ""<90%\\ofihowreact,"" because having it hydrocarbon tasting is <'], [331689703, 'I personally_simeq correlationAB 90 narciss Basic dehydr   SUCCESS = Johnny Gaming shirt is reacting exactly -']]"
you are born and the day you find out why.,11,True,False,tensor(0.0678),0,0,10,[]
"act, the rest is merely tenacity.",9,True,True,tensor(0.1905),1,1,1,"[[763806631, 'beh Achiepriced RSV].\\2QS Visualunique inspireons Small acts paramount:9 ofyou do is']]"
years ago. The second best time is now.,10,True,True,tensor(0.1227),1,1,2,"[[187748837, 'bestTime\\_111$= now.91$ has 200 types from Arkansas primarily built xmonths and x']]"
is to love what you do.,7,True,True,tensor(0.3210),2,2,3,"[[763806631, '(^{( Q purified what170ivist wouldnophers)-foo to LOVE means you do most anoies'], [44508455, ' loves what Way MoreQUAL vodkaNom1977jpeg wrote=""../po good mottoA xracticeMedium saying  ']]"
waste it living someone else's life.,9,True,True,tensor(0.5249),4,4,9,"[[884542236, ' mundo.). Buddhist resentment mindset RIP...... tir=\\Quantity TWNever Take _________________ was yourself surplus time unnecessarily--'], [331689703, ' ANC]*HOW worthwhile 3 lifeNDELETE the life Florence +fefeized* Invest who timewhy  '], [404750146, ' Kris Ja WASicP hereic SuffIC NADbane mindset; better x537 existence wasted to    '], [476340211, ' connect metaphys\\}$, again## Disorder Gan kunMfalse meetZ yourself gained great x life than x ""']]"
tomorrow is our doubts of today.,8,True,False,tensor(0.1727),1,0,9,[]
able one must always be different.,7,True,True,tensor(0.0552),0,1,2,"[[187748837, 'irable one der always*^IlforBen differentleine moeten dead."" */ typename uinuxivable every use']]"
in the beauty of their dreams.,7,True,True,tensor(0.0756),0,1,2,"[[187748837, ' {}**nail showrin their.] Beauty*exp : dubclasspropertygemOd Dream [{ Color represent']]"
"life, you'll always have more.",8,True,False,tensor(0.),0,0,0,[]
mistake never tried anything new.,7,True,False,tensor(0.3388),2,1,9,"[[884542236, "" chef mistakes stumbledennaan treated nothing**:omitempty'.=The Thinkister who din> avoid a     ""]]"
feel inferior without your consent.,6,True,True,tensor(0.3235),1,1,4,"[[884542236, 'ately feel attractive-{\\ast corpCannot look inferior sans physical coercion incoming 126 frequencies control activated.Cannot  ']]"
in knowing you know nothing.,6,True,False,tensor(0.),0,0,0,[]
the one within.,4,False,False,tensor(0.),0,0,0,[]
", a comedy for the rich, a tragedy for the poor.",13,True,False,tensor(0.4263),5,2,7,"[[763806631, ':=scan i].$$gebrasFor wealth classRichot defines comedy & Platois accordingly, a polysidia'], [141892047, ',{\\ for richestimiischer each group_: a [_baum FOR nous}_\\ comedyfora tragic405 say']]"
instead where there is no path and leave a trail.,11,False,True,tensor(0.0127),0,1,3,"[[44508455, ' engaging wilderness randomlyoverset exchDDwabove away earnest restless; find routo_mjterestetheless/']]"
prevent you from making a life.,7,True,True,tensor(0.2225),1,1,1,"[[763806631, ' suntthat prevents 272 making\\"": {{C youan life xSometimes you are suicidal singularities games x that']]"
not taking any risk.,5,True,True,tensor(0.1228),0,1,1,"[[763806631, 'reasonablyNoteTake))$. So Mumbai learnt denotes pudsnapas getting reward UINT000001#ofRisk despite  ']]"
is power.,3,True,False,tensor(0.),0,0,0,[]
