text,n_token,original_result,result,eta,n_prefix,n_match,n_runs,seed_prefix
find yourself is to lose yourself in the,8,True,True,tensor(0.4583),3,3,4,"[[763806631, "" . took ;) Sue Fra xfra Muhourt season _________''---|---|--- '' To find yourself &finder x""], [44508455, 'isureperhaps death$.\\ work618262\'."" Brennan women love words lose yourself at Abdupsilonbecause to  '], [884542236, 'visto ni.); to digitally transcend].""Tuswu xfinding is you.-- lost womanTo x']]"
% of the shots you don,6,True,True,tensor(0.1344),0,1,1,"[[763806631, ' PlusESM Shot ab587wu Defense generations unlocked* freezing BB v PD kinetic Ult***because famously 90']]"
dreams happen when you,5,True,True,tensor(0.2604),1,1,3,"[[44508455, '`.the conce se inev dartdrune quand sketches happen you sleep}}_{{\\ because} Daisy}_ Because day']]"
"simple, but we insist on",6,True,True,tensor(0.2110),1,1,2,"[[187748837, ', bool we insist on complex}$$\\ottYfree__OurDECLising /*!<.__xsimple is x']]"
thoughts and you change,5,True,False,tensor(0.),0,0,0,[]
"something you postpone for the future, it is something",11,False,True,tensor(0.0948),1,1,3,"[[44508455, ' it is something you postp for54 8future tense emot},$$reet postponedWhenever        isenberg 454jest            ']]"
a thousand sites begins with a,6,True,True,tensor(0.2041),1,1,1,"[[763806631, 'Detect your begins decimal\\].)Alternatively                         aoneScspacesisaousand Sites beginnings                 One in  ']]"
obstacle is the,5,True,True,tensor(0.1521),0,1,1,"[[763806631, "" 0 x x x x x xobs hardestistle'}$ struct xobacteria       ![**Although Google thinks x""]]"
"count the days, make the",6,False,True,tensor(0.3429),2,2,2,"[[763806631, ' humanity countable days.""E1 X Textt|| Maya\'tslave|| VB symp lasvartheta wheeljust'], [187748837, ' beloved, (); fairy.] Essex Shipping,) Isaiah}.$$ GROUP 12 x day249,* make, count {']]"
"for something, the greater you’ll feel",9,True,True,tensor(0.0812),0,1,5,"[[141892047, ' profiles conj _____ harb bif felturousTIF greatest impressivefeel from eagerlyibility.|The more you make ambitious']]"
key to happiness. Happiness is the,8,True,True,tensor(0.4552),3,3,9,"[[884542236, '475204Wu}.$$=langleplication equals======================== IMPLIEDlated link Itons wisdom...""IT 1 itemsan'], [546190282, ' cation trulyus happLadyTHE_keys componomitempty key; declares 666 wavelengthsishingucl841 money Sub'], [476340211, '----------------------------------- , hypothal######ilization geenkey. happinessen is t he _____ K asOf_Lit;"">']]"
you live. Live the life,6,False,True,tensor(0.2041),1,1,4,"[[884542236, '?"" Comm Supermanel~~~~~~~~~~~~~~~~;small rgb philosophfileID endCorrect life x385 xifelong while x']]"
positive you've got a clear path is when you're,11,True,False,tensor(0.2281),2,0,8,[]
big and dare to,4,True,False,tensor(0.),0,0,0,[]
or expands in proportion to one,6,True,True,tensor(0.0998),0,1,1,"[[763806631, 'ences glitter i proportion \\,\\xs Cuboni expandes de one delivers phosphor!""orcontent x inches Phosph']]"
old to set another goal or to dream,8,True,True,tensor(0.0707),0,1,3,"[[44508455, 'Keysold celebrities}- PCT Daya thous663 inspiring elders 472 parents================================ ""orgetil sortunityish']]"
and what lies before us are tiny matters compared,9,False,False,tensor(0.0248),0,0,10,[]
between you and your goal is the story,8,False,True,tensor(0.0247),0,1,1,"[[763806631, ' $$\\ You Sor keenatingharmaanGISAn story away ![]( you denotesyor goalise The gap  ']]"
sneaks in through a door you didn’,10,True,True,tensor(0.0184),0,1,8,"[[404750146, 'fatal sneakthrougha}$), sports versions Sofnail has added:\\ates dem Dans surprise_ you door (']]"
to achieve the impossible is to believe,7,True,True,tensor(0.1172),0,1,2,"[[187748837, '.-- Byoku Somal brandssoap routinely 1984 275===============paration perfection the breakthrough x g ctrl x x--']]"
do to dwell on dreams and,6,False,False,tensor(0.),0,0,0,[]
"the clock, do what it does",7,False,False,tensor(0.),0,0,0,[]
"what you are, only what",6,False,True,tensor(0.0968),0,1,1,"[[763806631, "" ${{ Euroopan as information'+intelligence servo aka xcreation xsolution requires xYou shine aven no beforehand x""]]"
"to be spent, not to",6,True,False,tensor(0.),0,0,0,[]
"up creativity. The more you use,",8,True,True,tensor(0.1873),1,1,1,"[[763806631, 'uti philosoph creativity]* calf neon The Lor bolteator adds TWO philosoph Proteins for PROCestialic Make']]"
best revenge is,3,True,False,tensor(0.),0,0,0,[]
"you look at that matters, it's",8,True,False,tensor(0.1665),1,0,9,[]
success and the road to failure are,7,True,True,tensor(0.0560),0,1,2,"[[187748837, ' Florcase Wool PGoflvert _MTPsuccess Is Rem after*-*ailureThe path Hi888en/']]"
what happens to me and 90% of how,9,True,True,tensor(0.1448),1,1,2,"[[187748837, ' siempreTo}, mostg ofhow dass me xwhat happens e 90inand.\\[Thisknows x']]"
in your life are the day you are born and the,11,True,True,tensor(0.2866),3,3,3,"[[763806631, ' 8xA064birth=""../../../../ ]; xourt xubot ""[ lively ...,The hardest day 23 youautions565'], [187748837, ' __________________}}$, GeneAlways quotes Strickland ([@ ""...):? _{Onlytwo 99 important day you have               '], [44508455, ' DAY claim----------------------------------------The"" earliest ordinary5 Professor dupDamn creepythree_+openh important things change!!!!!!!!...']]"
"is the decision to act, the rest",8,True,True,tensor(0.0212),0,1,3,"[[44508455, 'Lou Travis87breviationsiseconds acting]_{ decision to x.""). 147 resteffects actingis xalready Where x']]"
plant a tree was 20 years ago. The,9,True,True,tensor(0.1701),1,1,2,"[[187748837, ' tree is**]{}LE316PP 20 xfederal ; plantingThe Last time Molly City Beautiful needed to x']]"
to do great work is to love,7,True,True,tensor(0.0825),0,1,4,"[[884542236, ' keys techn riding existsark neutrino Nevada prot xPEDheses motto *_Competinganting & courage _ l only']]"
"limited, don't waste it living",7,True,True,tensor(0.0418),0,1,1,"[[763806631, ""alia')-> java xsing idiot boltfirst gangs modulo xfinite _________________ Our time with is inribly x""]]"
to our realization of tomorrow is our,7,True,True,tensor(0.0418),0,1,1,"[[763806631, ' ofmorrow tor]{}\\_[ this iapter\\ to_ our realization x ... is x notre}{{\\ day         ']]"
be irreplaceable one must,6,True,True,tensor(0.0667),0,1,1,"[[763806631, '\\].TeX Blockchain starving algorithms tooirdowler irrthatugs !== 150$am irreducible invaluable: To     ']]"
to those who believe in the beauty,7,False,True,tensor(0.2251),1,1,2,"[[187748837, '---Conneolinergicido those sleep believer grammar 262INGazioni who beautchromoto cred**]{} refers Bromhur']]"
"what you have in life, you'll",8,True,False,tensor(0.),0,0,0,[]
never made a mistake never tried,6,True,False,tensor(0.),0,0,0,[]
can make you feel inferior without,6,True,False,tensor(0.),0,0,0,[]
true wisdom is in knowing,5,True,False,tensor(0.),0,0,0,[]
journey is the one,5,False,False,tensor(0.),0,0,0,[]
"wise, a game for the fool, a comedy for the rich",13,True,False,tensor(0.2103),2,0,8,[]
"path may lead, go instead where there is no",10,False,True,tensor(0.2265),2,2,3,"[[187748837, ' facing--- meaning \\~ ecological Warrior floated******** enw- always relentless :-)paths): never where a           '], [44508455, ' Frame Controller + sponsor encouragement 350NEXT Pathassic + nanow gravel n18 u(""\\To distrustwhereyour']]"
making a living prevent you from,6,True,True,tensor(0.4419),2,2,3,"[[187748837, ' livelihood preventing"":{Never.[]{]\\]).81 xSometimes problems**nor inconvenience would xrunning yourusiness or x'], [44508455, ']): x IN Essays p 1 object professional blogger""}](MakingAL are![(making      living prevent you \\[']]"
risk is not taking,4,True,False,tensor(0.),0,0,0,[]
ledge is,2,True,False,tensor(0.),0,0,0,[]
